　,　2009年　月平均気圧,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,aa,bb
4502.0,平良港,10213.0,,10170.0,,10160.0,,10145.0,,10122.0,,10074.0,,10083.0,,10053.0,,10087.0,,10116.0,,10169.0,,10192.0,,10132.0,宮古島
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,県・他,,,,,,,,,,,,,,,,,,,,,,,,,,
番号,験潮場,１月,,２月,,３月,,４月,,５月,,６月,,７月,,８月,,９月,,１０月,,１１月,,１２月,,平均,備考
4601,直江津港,10191.0,,10175.0,,10177.0,,10144.0,,10122.0,,10072.0,,10072.0,,10098.0,,10135.0,,10152.0,,10202.0,,10163.0,,10141.916666666666,高田
4608,能代港,10174.0,,10155.0,,10158.0,,10137.0,,10116.0,,10074.0,,10068.0,,10101.0,,10137.0,,10148.0,,10196.0,,10147.0,,10134.25,深浦
4401,三崎港,10216.0,,10181.0,,10182.0,,10153.0,,10122.0,,10074.0,,10082.0,,10089.0,,10122.0,,10154.0,,10202.0,,10193.0,,10147.5,宇和島
4402,福山港,10214.0,,10186.0,,10184.0,,10148.0,,10122.0,,10070.0,,10074.0,,10089.0,,10126.0,,10156.0,,10208.0,,10191.0,,10147.333333333334,福山
4609,津居山港,10208.0,,10187.0,,10185.0,,10150.0,,10127.0,,10072.0,,10072.0,,10096.0,,10136.0,,10159.0,,10208.0,40.0,10182.0,,10148.5,豊岡
4403,明石港,10203.0,,10181.0,,10180.0,,10145.0,,10121.0,,10073.0,,10079.0,,10090.0,,10125.0,,10150.0,,10201.0,,10180.0,,10144.0,神戸
4404,東二見,10203.0,,10181.0,,10180.0,,10145.0,,10121.0,,10073.0,,10079.0,,10090.0,,10125.0,,10150.0,,10201.0,,10180.0,,10144.0,神戸
4405,姫路港,10210.0,,10183.0,,10181.0,,10146.0,,10121.0,,10072.0,,10076.0,,10091.0,,10127.0,,10153.0,,10204.0,,10183.0,,10145.583333333334,姫路
4406,水島,10212.0,,10186.0,,10184.0,,10146.0,,10121.0,,10069.0,,10074.0,,10089.0,,10127.0,,10155.0,,10207.0,,10188.0,,10146.5,岡山
4407.0,甲浦,10196.0,,10167.0,,10170.0,,10143.0,,10116.0,,10074.0,,10083.0,,10088.0,,10118.0,,10141.0,,10188.0,,10172.0,,10138.0,室戸岬
4408.0,佐賀港,10206.0,,10171.0,,10174.0,,10146.0,,10117.0,,10074.0,,10083.0,,10086.0,,10117.0,,10144.0,,10192.0,,10182.0,,10141.0,清水
4409.0,御荘港,10206.0,,10171.0,,10174.0,,10146.0,,10117.0,,10074.0,,10083.0,,10086.0,,10117.0,,10144.0,,10192.0,,10182.0,,10141.0,清水
4410.0,長浜港,10215.0,,10181.0,,10180.0,,10149.0,,10120.0,,10069.0,,10075.0,,10086.0,40.0,10121.0,,10153.0,,10204.0,,10192.0,,10145.416666666666,松山
4411.0,今治港,10215.0,,10181.0,,10180.0,,10149.0,,10120.0,,10069.0,,10075.0,,10086.0,,10121.0,,10153.0,,10204.0,,10192.0,,10145.416666666666,松山
4412.0,観音寺港,10214.0,,10186.0,,10184.0,,10148.0,,10122.0,,10070.0,,10074.0,,10089.0,,10126.0,,10156.0,,10208.0,,10191.0,,10147.333333333334,福山
4801.0,大熊,10173.0,,10154.0,,10163.0,,10135.0,,10122.0,,10082.0,,10079.0,,10106.0,,10139.0,,10150.0,,10196.0,,10148.0,,10137.25,小名浜
,,験潮場最寄りの気象官署（備考欄）における測定値です,,,,,,,,,,,,,,,,,,,,,,,,,
,,各月の右側の欄は欠測日数です（４０は日数不明）,,,,,,,,,,,,,,,,,,,,,,,,,
